"","TEAM_ABBREVIATION","ADV_TEAM_ABREVIATION","START_POSITION","MIN","FGM","FGA","FG3M","FG3A","FTM","FTA","OREB","DREB","AST","STL","BLK","TO","PF","PTS","PLUS_MINUS","RCK","WIN"
"1496","CLE","ATL","Not Started",1139,2,3,0,0,2,2,0,4,0,0,3,2,0,6,9,"NoRookie","Win"
"1497","CLE","ATL","Not Started",669,1,4,1,2,0,0,0,0,0,0,1,1,0,3,4,"NoRookie","Win"
"1498","CLE","ATL","Not Started",320,1,1,0,0,0,0,0,0,0,0,0,0,0,2,-4,"NoRookie","Win"
"1501","ATL","CLE","Forward",2360,10,19,1,7,2,4,1,2,1,0,1,1,1,23,1,"Rookie","Lose"
"1502","ATL","CLE","Center",621,1,2,0,1,0,0,0,2,2,0,0,2,1,2,1,"Rookie","Lose"
"1503","ATL","CLE","Guard",1904,7,12,5,7,0,0,0,2,2,3,0,1,4,19,6,"Rookie","Lose"
"1504","ATL","CLE","Guard",2168,9,21,5,14,7,9,0,6,11,4,0,5,2,30,-3,"Rookie","Lose"
"1505","ATL","CLE","Not Started",1383,2,7,1,2,2,2,0,1,3,1,1,1,2,7,9,"Rookie","Lose"
"1506","CLE","ATL","Guard",2148,12,20,0,1,1,2,1,5,3,1,0,2,0,25,-3,"Rookie","Win"
"1507","CLE","ATL","Guard",1571,9,14,3,5,0,0,0,1,1,0,0,2,3,21,-1,"Rookie","Win"
"1508","CLE","ATL","Not Started",1396,7,10,1,2,0,0,0,9,1,2,0,5,3,15,11,"Rookie","Win"
"1509","DEN","LAL","Forward",1909,4,12,0,3,6,6,5,8,5,2,0,1,1,14,5,"NoRookie","Win"
"1510","DEN","LAL","Forward",1251,8,14,3,4,2,2,0,1,0,0,0,0,3,21,19,"NoRookie","Win"
"1511","DEN","LAL","Center",1642,5,8,1,1,7,7,3,3,5,1,1,1,3,18,12,"NoRookie","Win"
"1512","DEN","LAL","Guard",2056,7,10,1,3,4,5,0,1,5,4,0,0,3,19,18,"NoRookie","Win"
"1513","DEN","LAL","Guard",1906,3,11,0,6,0,0,1,2,5,1,0,2,0,6,16,"NoRookie","Win"
"1514","DEN","LAL","Not Started",1358,2,6,2,3,2,2,0,3,1,1,0,1,1,8,1,"NoRookie","Win"
"1515","DEN","LAL","Not Started",1191,4,10,1,4,0,0,3,2,2,2,0,0,1,9,17,"NoRookie","Win"
"1516","DEN","LAL","Not Started",1114,4,5,0,0,2,2,2,3,5,1,0,2,4,10,9,"NoRookie","Win"
"1517","DEN","LAL","Not Started",1295,6,11,3,7,1,2,0,2,2,1,0,0,1,16,16,"NoRookie","Win"
"1518","DEN","LAL","Not Started",124,1,1,0,0,0,0,1,0,0,0,0,0,0,2,3,"NoRookie","Win"
"1519","DEN","LAL","Not Started",124,0,1,0,0,2,2,1,0,1,0,0,0,0,2,3,"NoRookie","Win"
"1520","LAL","DEN","Forward",1088,1,4,1,3,2,3,1,3,2,0,0,2,2,5,-4,"NoRookie","Lose"
"1521","LAL","DEN","Forward",2020,13,23,1,4,5,6,5,6,1,0,4,5,4,32,-13,"NoRookie","Lose"
"1522","LAL","DEN","Center",1109,3,6,1,1,0,1,2,3,1,0,2,1,4,7,-7,"NoRookie","Lose"
"1523","LAL","DEN","Guard",1262,2,8,2,5,0,0,1,1,1,0,0,0,2,6,-6,"NoRookie","Lose"
"1524","LAL","DEN","Guard",1674,2,8,1,4,0,0,2,2,8,3,0,2,3,5,-7,"NoRookie","Lose"
"1525","LAL","DEN","Not Started",1308,7,15,1,4,1,2,2,2,0,1,2,2,1,16,-16,"NoRookie","Lose"
"1526","LAL","DEN","Not Started",1506,2,4,2,3,0,0,0,3,2,1,0,2,3,6,-12,"NoRookie","Lose"
"1527","LAL","DEN","Not Started",1046,1,5,0,2,0,0,0,2,1,0,0,3,2,2,-7,"NoRookie","Lose"
"1528","LAL","DEN","Not Started",1347,0,1,0,1,8,8,0,2,0,1,1,0,0,8,-14,"NoRookie","Lose"
"1529","LAL","DEN","Not Started",998,4,4,0,0,0,2,5,2,1,0,0,2,2,8,-19,"NoRookie","Lose"
"1530","LAL","DEN","Not Started",600,3,4,1,2,0,0,0,0,0,0,0,0,2,7,-4,"NoRookie","Lose"
"1531","LAL","DEN","Not Started",271,1,1,0,0,0,0,0,1,0,0,0,0,0,2,-4,"NoRookie","Lose"
"1532","DEN","LAL","Not Started",306,1,2,0,0,0,0,0,1,0,0,1,0,2,2,-2,"Rookie","Win"
"1533","DEN","LAL","Not Started",124,0,1,0,1,1,2,1,1,0,0,0,1,0,1,3,"Rookie","Win"
"1534","LAL","DEN","Not Started",171,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-7,"Rookie","Lose"
"1535","LAC","OKC","Forward",1501,2,3,0,1,0,0,0,2,2,0,0,0,2,4,-17,"NoRookie","Lose"
"1536","LAC","OKC","Forward",1053,5,7,2,3,0,0,5,1,2,0,1,1,1,12,-10,"NoRookie","Lose"
"1537","LAC","OKC","Center",1095,3,4,0,0,1,1,1,7,2,1,0,3,2,7,-7,"NoRookie","Lose"
"1538","LAC","OKC","Guard",2069,6,17,2,5,4,6,1,1,3,2,0,5,3,18,-16,"NoRookie","Lose"
"1539","LAC","OKC","Guard",2164,7,20,1,6,7,7,0,3,7,0,0,4,3,22,-7,"NoRookie","Lose"
"1540","LAC","OKC","Not Started",1852,8,17,0,1,2,3,1,7,1,0,0,1,2,18,-1,"NoRookie","Lose"
"1541","LAC","OKC","Not Started",1108,2,6,2,5,0,0,2,5,1,1,1,0,3,6,17,"NoRookie","Lose"
"1542","LAC","OKC","Not Started",969,2,3,2,3,0,0,0,0,0,1,0,0,2,6,10,"NoRookie","Lose"
"1544","OKC","LAC","Forward",1716,0,4,0,4,0,0,3,0,1,2,0,2,4,0,17,"NoRookie","Win"
"1545","OKC","LAC","Center",1887,10,15,0,0,0,2,6,11,2,3,0,1,2,20,-4,"NoRookie","Win"
"1546","OKC","LAC","Guard",2158,5,13,2,5,0,0,2,5,6,0,0,1,3,12,-1,"NoRookie","Win"
"1547","OKC","LAC","Not Started",993,4,5,0,0,0,0,3,2,0,0,1,1,2,8,10,"NoRookie","Win"
"1548","OKC","LAC","Not Started",1963,8,17,4,8,8,9,0,5,6,1,0,3,2,28,9,"NoRookie","Win"
"1549","OKC","LAC","Not Started",483,0,2,0,0,2,2,0,1,0,0,0,0,0,2,-9,"NoRookie","Win"
"1550","OKC","LAC","Not Started",958,4,7,0,3,1,1,0,0,2,0,1,0,4,9,-6,"NoRookie","Win"
"1552","LAC","OKC","Not Started",1873,3,6,1,2,7,7,0,4,3,2,0,0,4,14,0,"Rookie","Lose"
"1553","LAC","OKC","Not Started",716,2,3,1,1,0,0,0,2,1,0,0,1,1,5,1,"Rookie","Lose"
"1556","OKC","LAC","Forward",1478,3,5,1,2,0,0,2,6,2,2,0,2,1,7,6,"Rookie","Win"
"1557","OKC","LAC","Guard",2069,12,25,2,3,6,6,0,3,5,2,0,2,2,32,16,"Rookie","Win"
"1558","OKC","LAC","Not Started",695,0,4,0,2,0,0,0,0,0,0,2,0,0,0,-8,"Rookie","Win"
"1560","IND","MIL","Forward",1575,4,13,1,5,0,0,3,0,0,0,1,1,1,9,-21,"NoRookie","Lose"
"1561","IND","MIL","Forward",1858,8,16,2,2,1,1,2,16,5,2,2,1,1,19,-16,"NoRookie","Lose"
"1562","IND","MIL","Center",1319,4,8,2,5,1,2,0,5,1,1,1,0,1,11,-9,"NoRookie","Lose"
"1563","IND","MIL","Guard",1792,5,19,0,4,0,0,0,3,10,1,0,5,2,10,-19,"NoRookie","Lose"
"1564","IND","MIL","Not Started",1418,1,5,1,4,0,0,0,2,1,1,0,1,1,3,-22,"NoRookie","Lose"
"1565","IND","MIL","Not Started",857,2,7,1,2,0,0,1,2,4,0,0,2,0,5,-8,"NoRookie","Lose"
"1566","IND","MIL","Not Started",1546,6,9,3,6,0,0,1,2,0,0,0,0,2,15,-6,"NoRookie","Lose"
"1567","IND","MIL","Not Started",1142,1,7,1,5,0,0,2,2,3,0,0,1,1,3,2,"NoRookie","Lose"
"1568","IND","MIL","Not Started",286,1,1,0,0,0,0,0,3,0,0,0,0,1,2,-4,"NoRookie","Lose"
"1569","IND","MIL","Not Started",174,0,1,0,1,1,2,0,0,0,0,0,0,0,1,-4,"NoRookie","Lose"
"1570","MIL","IND","Forward",1784,5,12,1,3,1,1,0,4,5,1,1,2,1,12,22,"NoRookie","Win"
"1571","MIL","IND","Forward",1855,8,17,1,3,1,2,5,14,9,2,2,4,2,18,29,"NoRookie","Win"
"1572","MIL","IND","Center",1600,6,11,3,6,2,2,2,6,2,0,2,0,0,17,26,"NoRookie","Win"
"1573","MIL","IND","Guard",1671,5,10,4,8,5,5,0,1,1,2,1,1,1,19,18,"NoRookie","Win"
"1574","MIL","IND","Not Started",1318,6,10,3,6,2,2,1,8,4,1,0,1,0,17,9,"NoRookie","Win"
"1575","MIL","IND","Not Started",901,1,7,0,3,1,2,1,3,1,1,0,0,0,3,-4,"NoRookie","Win"
"1576","MIL","IND","Not Started",1195,2,7,1,4,1,1,1,3,1,0,0,1,0,6,12,"NoRookie","Win"
"1577","MIL","IND","Not Started",1069,1,8,1,5,0,0,1,3,2,0,1,0,0,3,-4,"NoRookie","Win"
"1578","MIL","IND","Not Started",1067,6,8,1,1,0,0,2,1,2,1,0,0,1,13,1,"NoRookie","Win"
"1579","MIL","IND","Not Started",286,0,3,0,2,1,2,1,0,1,0,0,0,0,1,4,"NoRookie","Win"
"1580","MIL","IND","Not Started",174,2,4,0,1,0,0,0,0,0,0,0,0,1,4,4,"NoRookie","Win"
"1582","IND","MIL","Guard",1934,5,11,1,5,0,0,1,1,3,2,0,1,3,11,-28,"Rookie","Lose"
"1583","IND","MIL","Not Started",499,0,3,0,1,0,0,0,2,0,0,1,1,2,0,-5,"Rookie","Lose"
"1584","MIL","IND","Guard",1480,2,7,0,2,0,0,2,2,3,2,2,0,1,4,23,"Rookie","Win"
"1585","CHA","BOS","Forward",1303,2,4,1,2,1,1,0,3,2,1,0,0,3,6,-3,"NoRookie","Lose"
"1586","CHA","BOS","Center",1647,8,11,0,0,2,3,0,3,2,0,2,0,2,18,0,"NoRookie","Lose"
"1587","CHA","BOS","Guard",2283,6,17,0,5,2,4,1,1,4,1,1,0,1,14,-21,"NoRookie","Lose"
"1588","CHA","BOS","Not Started",1209,1,5,0,2,1,1,0,2,1,0,0,0,1,3,-14,"NoRookie","Lose"
"1589","CHA","BOS","Not Started",1006,2,4,0,1,2,2,1,0,0,0,0,2,2,6,-20,"NoRookie","Lose"
"1590","CHA","BOS","Not Started",1125,1,6,0,3,0,0,0,3,1,0,1,0,0,2,-13,"NoRookie","Lose"
"1591","CHA","BOS","Not Started",326,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-3,"NoRookie","Lose"
"1592","CHA","BOS","Not Started",222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-6,"NoRookie","Lose"
"1593","CHA","BOS","Not Started",205,0,1,0,1,0,0,0,1,0,0,0,1,0,0,-6,"NoRookie","Lose"
"1594","BOS","CHA","Forward",661,2,3,1,1,0,0,0,1,0,0,0,1,2,5,-3,"NoRookie","Win"
"1595","BOS","CHA","Forward",2151,15,29,4,9,5,5,1,11,2,1,3,2,1,39,10,"NoRookie","Win"
"1596","BOS","CHA","Guard",1937,7,14,1,4,1,3,1,8,5,0,0,2,2,16,15,"NoRookie","Win"
"1597","BOS","CHA","Guard",1807,8,16,5,11,2,2,0,1,4,0,0,2,4,23,15,"NoRookie","Win"
"1598","BOS","CHA","Not Started",1463,3,7,0,0,2,2,3,10,0,0,1,1,1,8,17,"NoRookie","Win"
"1599","BOS","CHA","Not Started",1626,0,1,0,0,0,0,0,2,8,0,1,0,2,0,20,"NoRookie","Win"
"1600","CHA","BOS","Forward",1898,6,13,2,5,1,1,0,6,3,1,1,0,2,15,-21,"Rookie","Lose"
"1601","CHA","BOS","Guard",1927,6,17,6,13,5,7,0,4,10,0,0,0,1,23,-3,"Rookie","Lose"
"1602","CHA","BOS","Not Started",1249,1,4,1,2,3,4,0,2,1,0,0,0,4,6,-20,"Rookie","Lose"
"1603","BOS","CHA","Center",917,0,1,0,1,0,0,1,4,3,0,1,2,4,0,-8,"Rookie","Win"
"1604","BOS","CHA","Not Started",1331,5,6,1,2,1,2,1,3,2,1,1,1,3,12,23,"Rookie","Win"
"1605","BOS","CHA","Not Started",960,1,3,0,1,2,2,0,4,1,0,0,0,2,4,13,"Rookie","Win"
"1606","BOS","CHA","Not Started",1390,3,6,2,3,0,0,3,1,0,0,1,0,3,8,22,"Rookie","Win"
"1607","BOS","CHA","Not Started",156,2,2,0,0,0,0,0,2,0,0,1,0,0,4,6,"Rookie","Win"
"1609","DAL","TOR","Forward",1974,5,6,3,4,1,2,1,4,3,0,0,2,5,14,-3,"NoRookie","Lose"
"1610","DAL","TOR","Forward",2133,5,15,3,9,6,7,4,8,0,1,3,1,2,19,13,"NoRookie","Lose"
"1611","DAL","TOR","Center",1812,6,9,2,4,3,5,2,7,3,1,1,2,1,17,16,"NoRookie","Lose"
"1612","DAL","TOR","Guard",2128,6,19,2,9,2,2,1,7,5,2,0,4,0,16,5,"NoRookie","Lose"
"1613","DAL","TOR","Not Started",1129,1,7,1,4,2,2,3,2,2,1,0,2,5,5,-17,"NoRookie","Lose"
"1614","DAL","TOR","Not Started",1088,0,7,0,4,1,1,0,0,4,0,0,2,0,1,-13,"NoRookie","Lose"
"1615","DAL","TOR","Not Started",127,0,0,0,0,1,2,0,2,0,0,0,1,0,1,2,"NoRookie","Lose"
"1619","TOR","DAL","Forward",1532,3,6,2,4,0,0,1,1,1,4,0,0,2,8,-25,"NoRookie","Win"
"1620","TOR","DAL","Forward",1752,3,8,0,2,0,0,1,5,2,0,0,3,3,6,-27,"NoRookie","Win"
"1621","TOR","DAL","Center",1436,3,11,0,2,0,0,1,4,1,0,1,1,2,6,-21,"NoRookie","Win"
"1622","TOR","DAL","Guard",2493,12,23,5,13,3,4,0,8,10,0,0,1,5,32,5,"NoRookie","Win"
"1623","TOR","DAL","Guard",1655,2,13,1,7,5,6,1,2,1,1,0,4,1,10,-20,"NoRookie","Win"
"1624","TOR","DAL","Not Started",1713,6,13,0,0,6,6,5,4,2,1,0,0,4,18,19,"NoRookie","Win"
"1625","TOR","DAL","Not Started",1017,0,4,0,2,0,0,1,5,2,3,0,0,1,0,29,"NoRookie","Win"
"1627","DAL","TOR","Guard",2065,8,14,2,5,3,3,1,3,9,1,0,2,4,21,-2,"Rookie","Lose"
"1628","DAL","TOR","Not Started",877,3,9,1,3,0,0,2,3,0,0,0,1,3,7,-8,"Rookie","Lose"
"1629","DAL","TOR","Not Started",1067,1,4,1,4,3,3,0,3,1,0,0,0,2,6,-8,"Rookie","Lose"
"1630","TOR","DAL","Not Started",1446,6,12,0,1,9,12,3,4,0,2,4,1,2,21,24,"Rookie","Win"
"1631","TOR","DAL","Not Started",1356,2,4,2,3,3,3,1,4,2,1,0,0,1,9,31,"Rookie","Win"
"1634","MIN","POR","Forward",2097,13,24,4,6,3,4,1,5,1,0,3,5,1,33,-6,"NoRookie","Lose"
"1635","MIN","POR","Forward",1804,1,6,1,5,0,0,0,5,0,1,1,3,2,3,1,"NoRookie","Lose"
"1636","MIN","POR","Center",2190,3,12,3,7,6,6,2,10,2,2,1,2,2,15,-1,"NoRookie","Lose"
"1637","MIN","POR","Guard",1774,7,15,4,10,0,0,0,4,4,3,0,3,3,18,-5,"NoRookie","Lose"
"1638","MIN","POR","Not Started",1645,6,9,2,2,4,4,1,5,8,0,1,2,1,18,-7,"NoRookie","Lose"
"1639","MIN","POR","Not Started",743,2,4,0,1,0,0,1,2,0,0,0,0,4,4,-6,"NoRookie","Lose"
"1642","POR","MIN","Forward",1994,7,12,2,4,3,3,0,2,2,3,2,2,1,19,13,"NoRookie","Win"
"1643","POR","MIN","Forward",1315,0,3,0,2,0,0,2,0,1,1,0,2,2,0,-1,"NoRookie","Win"
"1644","POR","MIN","Center",2282,6,9,0,0,4,4,4,18,2,1,7,2,3,16,5,"NoRookie","Win"
"1645","POR","MIN","Guard",2204,8,23,5,10,5,7,1,1,3,3,1,3,4,26,8,"NoRookie","Win"
"1646","POR","MIN","Guard",2282,10,25,3,12,6,9,0,3,7,1,1,3,0,29,5,"NoRookie","Win"
"1647","POR","MIN","Not Started",1543,5,9,1,2,0,0,3,5,2,0,2,1,4,11,5,"NoRookie","Win"
"1651","MIN","POR","Guard",1393,2,5,0,0,0,0,1,0,0,1,1,1,1,4,0,"Rookie","Lose"
"1652","MIN","POR","Not Started",1062,1,4,1,2,2,2,0,1,0,1,1,0,2,5,-8,"Rookie","Lose"
"1653","MIN","POR","Not Started",870,1,3,0,1,0,0,1,0,1,0,0,0,1,2,-1,"Rookie","Lose"
"1654","MIN","POR","Not Started",822,2,5,0,3,0,0,0,0,0,0,0,0,1,4,-2,"Rookie","Lose"
"1655","POR","MIN","Not Started",913,1,3,1,3,2,2,0,1,1,0,0,1,2,5,-3,"Rookie","Win"
"1656","POR","MIN","Not Started",1274,2,9,1,2,0,0,2,0,1,0,0,0,3,5,1,"Rookie","Win"
"1657","POR","MIN","Not Started",593,1,1,0,0,0,0,0,3,0,0,0,0,2,2,2,"Rookie","Win"
"1658","HOU","PHX","Forward",1754,5,7,1,3,0,0,1,0,0,0,1,0,4,11,8,"NoRookie","Win"
"1659","HOU","PHX","Forward",2003,3,4,2,3,0,0,0,3,0,0,0,0,3,8,5,"NoRookie","Win"
"1660","HOU","PHX","Center",2140,7,8,0,0,0,0,2,14,3,0,2,1,3,14,15,"NoRookie","Win"
"1661","HOU","PHX","Guard",1955,11,21,1,2,7,9,0,4,10,2,1,4,2,30,12,"NoRookie","Win"
"1662","HOU","PHX","Guard",2040,15,27,9,19,8,9,1,5,7,0,1,4,5,47,2,"NoRookie","Win"
"1663","HOU","PHX","Not Started",253,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,"NoRookie","Win"
"1664","HOU","PHX","Not Started",1137,3,6,0,1,3,5,0,2,0,2,0,0,1,9,17,"NoRookie","Win"
"1665","HOU","PHX","Not Started",1671,3,7,2,6,0,0,0,2,2,0,0,1,2,8,11,"NoRookie","Win"
"1666","HOU","PHX","Not Started",203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"NoRookie","Win"
"1667","PHX","HOU","Forward",2271,10,16,0,4,6,8,0,5,4,0,1,1,2,26,-3,"NoRookie","Lose"
"1668","PHX","HOU","Forward",1160,5,9,0,1,0,0,1,4,0,1,0,0,2,10,-7,"NoRookie","Lose"
"1669","PHX","HOU","Center",1926,6,15,1,3,0,0,3,2,2,0,0,0,0,13,-11,"NoRookie","Lose"
"1670","PHX","HOU","Guard",2011,6,16,0,3,7,7,2,4,9,0,0,5,2,19,-14,"NoRookie","Lose"
"1671","PHX","HOU","Not Started",799,3,3,0,0,4,4,2,3,2,0,0,1,1,10,-5,"NoRookie","Lose"
"1672","PHX","HOU","Not Started",883,1,3,1,2,0,0,1,1,1,1,0,0,2,3,4,"NoRookie","Lose"
"1673","PHX","HOU","Not Started",155,0,1,0,0,1,2,0,0,0,0,0,0,0,1,2,"NoRookie","Lose"
"1674","HOU","PHX","Not Started",1145,3,5,3,5,0,0,1,0,1,0,0,0,2,9,-8,"Rookie","Win"
"1675","HOU","PHX","Not Started",99,1,2,1,2,0,0,0,0,0,0,0,0,0,3,0,"Rookie","Win"
"1676","PHX","HOU","Guard",1794,6,10,1,3,4,7,0,4,3,1,0,0,2,17,6,"Rookie","Lose"
"1677","PHX","HOU","Not Started",1370,3,9,3,8,0,0,0,2,1,1,0,0,2,9,-18,"Rookie","Lose"
"1678","PHX","HOU","Not Started",720,1,1,0,0,0,0,0,3,1,1,0,0,3,2,-7,"Rookie","Lose"
"1679","PHX","HOU","Not Started",1311,6,8,2,4,1,2,1,3,3,0,0,1,2,15,-17,"Rookie","Lose"
"1682","LAC","SAS","Forward",1625,11,16,1,2,3,3,2,5,9,4,0,2,2,26,15,"NoRookie","Win"
"1683","LAC","SAS","Forward",1513,6,8,2,3,1,1,1,1,1,1,0,1,0,15,21,"NoRookie","Win"
"1684","LAC","SAS","Center",1286,7,7,0,0,1,3,3,2,2,1,0,1,4,15,14,"NoRookie","Win"
"1685","LAC","SAS","Guard",1548,4,11,0,4,3,3,0,5,4,0,0,2,0,11,16,"NoRookie","Win"
"1686","LAC","SAS","Guard",1327,3,9,2,7,0,0,0,5,6,0,1,0,2,8,18,"NoRookie","Win"
"1687","LAC","SAS","Not Started",1426,8,13,3,6,1,1,0,0,4,2,0,0,1,20,24,"NoRookie","Win"
"1688","LAC","SAS","Not Started",1186,8,16,0,0,5,6,5,3,2,1,0,2,1,21,16,"NoRookie","Win"
"1689","LAC","SAS","Not Started",1255,2,5,1,4,0,0,0,0,0,0,0,1,2,5,10,"NoRookie","Win"
"1690","LAC","SAS","Not Started",1127,1,5,1,5,0,0,2,4,1,1,0,0,0,3,3,"NoRookie","Win"
"1691","SAS","LAC","Forward",1486,9,14,0,1,6,6,0,3,3,0,0,2,4,24,-17,"NoRookie","Lose"
"1692","SAS","LAC","Forward",1441,6,11,0,1,0,0,1,3,2,1,1,1,2,12,-24,"NoRookie","Lose"
"1693","SAS","LAC","Center",814,0,2,0,2,0,0,0,4,1,0,0,0,0,0,-10,"NoRookie","Lose"
"1694","SAS","LAC","Guard",1168,1,5,1,4,2,2,0,1,0,0,0,1,0,5,-15,"NoRookie","Lose"
"1695","SAS","LAC","Guard",1412,4,7,2,3,0,0,1,4,6,2,1,2,3,10,-22,"NoRookie","Lose"
"1696","SAS","LAC","Not Started",1202,3,7,2,6,1,2,0,1,0,1,0,1,2,9,-6,"NoRookie","Lose"
"1697","SAS","LAC","Not Started",1243,5,9,0,2,0,0,0,3,5,0,0,2,0,10,-4,"NoRookie","Lose"
"1698","SAS","LAC","Not Started",1214,3,4,1,1,0,0,0,5,1,0,1,1,0,7,-8,"NoRookie","Lose"
"1699","SAS","LAC","Not Started",944,3,4,0,0,0,0,1,4,5,0,4,2,3,6,0,"NoRookie","Lose"
"1700","SAS","LAC","Not Started",1504,4,6,4,5,5,5,0,2,0,1,0,2,1,17,-14,"NoRookie","Lose"
"1701","SAS","LAC","Not Started",460,1,2,0,1,1,4,0,0,0,0,0,0,2,3,1,"NoRookie","Lose"
"1702","LAC","SAS","Not Started",861,1,3,1,3,0,0,0,1,0,1,1,1,3,3,2,"Rookie","Win"
"1703","LAC","SAS","Not Started",431,1,2,0,0,0,2,0,3,0,0,0,1,2,2,-4,"Rookie","Win"
"1704","LAC","SAS","Not Started",408,0,1,0,1,0,0,0,0,3,0,0,0,0,0,-5,"Rookie","Win"
"1705","LAC","SAS","Not Started",408,2,3,1,1,0,0,0,1,0,0,0,0,2,5,-5,"Rookie","Win"
"1706","SAS","LAC","Not Started",1017,2,6,0,2,0,0,1,1,1,0,0,3,2,4,-5,"Rookie","Lose"
"1707","SAS","LAC","Not Started",495,1,5,0,0,0,0,0,1,0,0,1,1,1,2,-1,"Rookie","Lose"
"1708","SAC","MEM","Forward",2218,7,19,4,9,7,7,2,2,5,0,0,0,1,25,12,"NoRookie","Lose"
"1709","SAC","MEM","Forward",1518,7,8,0,1,1,1,1,3,1,0,1,1,2,15,-12,"NoRookie","Lose"
"1710","SAC","MEM","Center",1741,8,13,0,0,2,2,9,3,2,1,1,1,5,18,2,"NoRookie","Lose"
"1711","SAC","MEM","Guard",2321,3,18,2,11,0,1,0,6,1,1,0,4,3,8,-1,"NoRookie","Lose"
"1712","SAC","MEM","Guard",1789,8,13,2,3,4,7,2,1,4,3,0,3,3,22,4,"NoRookie","Lose"
"1713","SAC","MEM","Not Started",1592,1,7,0,2,1,2,0,3,5,1,0,1,2,3,-14,"NoRookie","Lose"
"1714","SAC","MEM","Not Started",1683,5,11,3,8,0,0,1,7,2,2,1,0,3,13,-12,"NoRookie","Lose"
"1718","MEM","SAC","Forward",1839,6,11,2,6,3,3,0,10,5,0,0,1,2,17,-3,"NoRookie","Win"
"1719","MEM","SAC","Forward",1663,3,7,3,5,0,0,3,3,1,0,0,2,2,9,-8,"NoRookie","Win"
"1720","MEM","SAC","Guard",1792,5,13,2,6,4,4,1,5,3,0,0,2,1,16,-12,"NoRookie","Win"
"1721","MEM","SAC","Not Started",1084,4,7,2,4,2,2,0,3,4,2,0,0,0,12,23,"NoRookie","Win"
"1722","MEM","SAC","Not Started",288,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,"NoRookie","Win"
"1723","MEM","SAC","Not Started",818,1,1,0,0,0,0,0,2,3,0,0,2,0,2,5,"NoRookie","Win"
"1724","SAC","MEM","Not Started",1539,4,11,0,2,3,4,3,8,2,2,0,2,4,11,1,"Rookie","Lose"
"1726","MEM","SAC","Center",1853,4,11,2,5,8,10,2,3,2,3,4,1,3,18,-11,"Rookie","Win"
"1727","MEM","SAC","Guard",1809,4,13,0,3,5,6,1,0,4,0,2,5,3,13,-19,"Rookie","Win"
"1728","MEM","SAC","Not Started",1233,5,8,3,5,0,0,0,2,3,0,0,0,2,13,7,"Rookie","Win"
"1729","MEM","SAC","Not Started",896,4,6,1,1,2,2,0,3,4,2,0,0,1,11,16,"Rookie","Win"
"1730","MEM","SAC","Not Started",1125,4,6,0,0,0,2,1,3,3,1,0,1,2,8,13,"Rookie","Win"
"1732","MIL","NYK","Forward",1562,8,10,2,4,4,8,0,11,10,2,0,3,1,22,29,"NoRookie","Win"
"1733","MIL","NYK","Forward",1157,3,4,2,3,2,4,0,4,1,0,0,2,1,10,22,"NoRookie","Win"
"1734","MIL","NYK","Center",1623,5,11,4,8,0,0,1,6,0,0,7,0,3,14,27,"NoRookie","Win"
"1735","MIL","NYK","Guard",1410,7,17,2,5,7,7,3,3,5,3,1,5,3,23,35,"NoRookie","Win"
"1736","MIL","NYK","Not Started",1174,1,7,0,5,4,5,0,0,0,1,1,2,2,6,-9,"NoRookie","Win"
"1737","MIL","NYK","Not Started",764,4,6,2,3,0,0,0,3,2,0,0,1,1,10,-6,"NoRookie","Win"
"1738","MIL","NYK","Not Started",1447,0,4,0,2,0,0,0,4,4,0,2,0,1,0,0,"NoRookie","Win"
"1739","MIL","NYK","Not Started",1004,0,2,0,0,1,2,0,0,1,0,1,0,1,1,-5,"NoRookie","Win"
"1740","MIL","NYK","Not Started",907,1,4,0,2,1,2,1,6,1,0,0,4,2,3,3,"NoRookie","Win"
"1741","MIL","NYK","Not Started",1423,6,10,3,6,2,3,0,1,1,2,0,1,1,17,-8,"NoRookie","Win"
"1742","MIL","NYK","Not Started",403,1,2,0,0,2,4,1,1,0,0,1,0,0,4,-4,"NoRookie","Win"
"1743","NYK","MIL","Forward",1469,4,10,0,2,3,4,0,4,1,0,0,3,2,11,-29,"NoRookie","Lose"
"1744","NYK","MIL","Forward",1895,9,17,1,4,1,1,1,7,2,0,0,0,3,20,-12,"NoRookie","Lose"
"1745","NYK","MIL","Center",570,1,5,0,0,0,2,2,1,0,0,0,1,1,2,-23,"NoRookie","Lose"
"1746","NYK","MIL","Guard",1630,3,7,0,2,0,0,2,3,10,4,0,2,2,6,-21,"NoRookie","Lose"
"1747","NYK","MIL","Not Started",1528,2,9,1,3,2,2,2,7,1,0,0,1,3,7,-4,"NoRookie","Lose"
"1748","NYK","MIL","Not Started",573,2,5,0,3,0,0,1,2,2,0,0,2,2,4,-1,"NoRookie","Lose"
"1749","NYK","MIL","Not Started",596,1,5,1,3,0,0,0,0,1,0,0,0,0,3,-5,"NoRookie","Lose"
"1750","NYK","MIL","Not Started",677,1,6,0,3,0,0,1,4,1,1,1,1,3,2,1,"NoRookie","Lose"
